# This file contains the data of final feasible population (if found)
-1.700000e+01	2.100000e+02	1 5 0 3 2 7 6 4 	Rank: 1	CDD: 1.000000e+14
-1.000000e+01	1.100000e+02	0 4 6 7 2 1 3 5 	Rank: 1	CDD: 1.000000e+14
-1.200000e+01	1.400000e+02	0 4 2 1 6 5 7 3 	Rank: 1	CDD: 1.714286e-01
-1.700000e+01	2.100000e+02	2 4 1 6 0 3 5 7 	Rank: 1	CDD: 1.500000e-01
-1.000000e+01	1.100000e+02	6 4 7 3 5 1 2 0 	Rank: 1	CDD: 1.500000e-01
-1.500000e+01	1.800000e+02	6 3 0 2 1 5 4 7 	Rank: 1	CDD: 1.500000e-01
-1.200000e+01	1.400000e+02	4 1 2 6 0 7 3 5 	Rank: 1	CDD: 1.500000e-01
-1.700000e+01	2.100000e+02	2 1 5 0 4 3 6 7 	Rank: 1	CDD: 1.428571e-01
-1.500000e+01	1.800000e+02	2 6 5 1 3 7 0 4 	Rank: 1	CDD: 1.428571e-01
-1.000000e+01	1.100000e+02	4 6 1 3 0 7 2 5 	Rank: 1	CDD: 1.428571e-01
-1.300000e+01	1.600000e+02	6 7 0 2 1 5 4 3 	Rank: 1	CDD: 1.428571e-01
-1.200000e+01	1.400000e+02	4 1 3 0 5 7 2 6 	Rank: 1	CDD: 1.428571e-01
-1.500000e+01	1.800000e+02	0 6 1 5 2 7 3 4 	Rank: 1	CDD: 1.428571e-01
-1.300000e+01	1.600000e+02	7 0 6 4 5 1 3 2 	Rank: 1	CDD: 1.000000e-01
-1.300000e+01	1.600000e+02	0 3 6 5 7 4 2 1 	Rank: 1	CDD: 1.000000e-01
-1.500000e+01	1.800000e+02	6 3 5 2 0 1 4 7 	Rank: 1	CDD: 1.000000e-01
-1.300000e+01	1.600000e+02	7 4 2 3 6 5 1 0 	Rank: 1	CDD: 7.142857e-02
-1.500000e+01	1.800000e+02	3 2 6 0 7 4 1 5 	Rank: 1	CDD: 0.000000e+00
-1.200000e+01	1.400000e+02	3 4 0 1 7 5 2 6 	Rank: 1	CDD: 0.000000e+00
-1.500000e+01	1.800000e+02	6 0 2 1 3 5 7 4 	Rank: 1	CDD: 0.000000e+00
-1.500000e+01	1.800000e+02	2 3 6 7 0 1 4 5 	Rank: 1	CDD: 0.000000e+00
-1.000000e+01	1.100000e+02	6 4 1 3 7 0 2 5 	Rank: 1	CDD: 0.000000e+00
-1.200000e+01	1.400000e+02	3 4 1 2 6 5 0 7 	Rank: 1	CDD: 0.000000e+00
-1.000000e+01	1.100000e+02	0 3 6 4 7 5 2 1 	Rank: 1	CDD: 0.000000e+00
-1.700000e+01	2.100000e+02	1 2 7 4 0 3 5 6 	Rank: 1	CDD: 0.000000e+00
-1.500000e+01	1.800000e+02	6 3 5 2 1 0 7 4 	Rank: 1	CDD: 0.000000e+00
-1.500000e+01	1.800000e+02	6 3 0 2 1 5 4 7 	Rank: 1	CDD: 0.000000e+00
-1.700000e+01	2.100000e+02	1 2 4 3 5 7 0 6 	Rank: 1	CDD: 0.000000e+00
-1.300000e+01	1.600000e+02	7 6 0 1 3 5 2 4 	Rank: 1	CDD: 0.000000e+00
-1.300000e+01	1.600000e+02	6 5 1 3 7 2 4 0 	Rank: 1	CDD: 0.000000e+00
-1.500000e+01	1.800000e+02	0 2 6 5 7 4 3 1 	Rank: 1	CDD: 0.000000e+00
-1.000000e+01	1.100000e+02	4 6 5 3 0 1 7 2 	Rank: 1	CDD: 0.000000e+00
-1.500000e+01	1.800000e+02	2 4 3 6 0 5 7 1 	Rank: 1	CDD: 0.000000e+00
-1.200000e+01	1.400000e+02	1 4 3 6 0 5 7 2 	Rank: 1	CDD: 0.000000e+00
-1.300000e+01	1.600000e+02	7 2 0 6 1 5 4 3 	Rank: 1	CDD: 0.000000e+00
-1.000000e+01	1.100000e+02	6 3 4 5 7 0 2 1 	Rank: 1	CDD: 0.000000e+00
-1.000000e+01	1.100000e+02	6 4 1 3 5 2 7 0 	Rank: 1	CDD: 0.000000e+00
-1.500000e+01	1.800000e+02	2 0 6 1 4 7 3 5 	Rank: 1	CDD: 0.000000e+00
-1.000000e+01	1.100000e+02	0 6 4 2 1 7 3 5 	Rank: 1	CDD: 0.000000e+00
-1.700000e+01	2.100000e+02	2 0 3 1 7 6 4 5 	Rank: 1	CDD: 0.000000e+00
-1.700000e+01	2.100000e+02	3 2 1 5 0 7 6 4 	Rank: 1	CDD: 0.000000e+00
-1.200000e+01	1.400000e+02	4 2 1 3 5 0 7 6 	Rank: 1	CDD: 0.000000e+00
-1.700000e+01	2.100000e+02	0 2 3 1 7 6 4 5 	Rank: 1	CDD: 0.000000e+00
-1.700000e+01	2.100000e+02	0 2 1 3 7 5 4 6 	Rank: 1	CDD: 0.000000e+00
-1.200000e+01	1.400000e+02	3 4 1 2 6 5 0 7 	Rank: 1	CDD: 0.000000e+00
-1.200000e+01	1.400000e+02	4 2 1 5 0 7 3 6 	Rank: 1	CDD: 0.000000e+00
